Axial,Tangential,Radial,fault
-1.88,-0.98,11.49,1
0.2,1.22,9.45,1
-0.75,3.53,10.4,1
-2.31,1.77,11.38,1
-1.92,-0.86,11.14,1
0,-0.08,8.67,1
-2.24,0.59,11.34,1
-1.18,-1.06,11.49,1
0.16,0.2,9.34,1
-0.24,2.71,9.3,1
-2.47,2.16,11.41,1
0.2,-4.2,7.69,1
-1.06,3.65,9.57,1
-2.59,0.55,11.69,1
-0.31,-0.16,9.61,1
0.16,1.02,8.79,1
-3.45,-1.77,9.65,1
-0.9,-1.49,9.14,1
0.08,2.16,8.83,1
0.39,2.24,7.57,1
-0.39,-1.53,9.49,1
1.26,1.84,8.28,1
-1.96,1.53,12.28,1
-3.65,0.55,13.42,1
-1.45,-0.27,10.43,1
0.12,1.65,8.79,1
-2.16,-0.59,10.63,1
-0.82,0.43,10.2,1
-0.04,3.22,8.67,1
-0.16,2.63,9.3,1
-1.26,-2.82,9.41,1
-1.1,-5.1,9.18,1
-1.26,0.55,8.71,1
-3.3,-1.41,12.47,1
-2.08,-0.12,11.34,1
0.24,0.12,8.24,1
0.27,4.31,10.4,1
-1.77,1.14,10.16,1
-1.92,1.45,10.24,1
-0.43,4.12,10.12,1
-2.2,2.63,11.61,1
-1.14,0.71,10.51,1
-0.04,0.82,8.9,1
0.51,2.2,8.79,1
-1.29,0.08,8.24,1
-0.31,0.12,9.96,1
1.18,3.73,8.59,1
-1.22,3.41,9.41,1
0.78,-1.65,7.53,1
1.45,2.43,8,1
-1.14,1.41,11.18,1
-2.2,-0.39,11.06,1
-1.49,-1.49,9.92,1
0.43,1.69,8,1
-1.69,-0.67,9.65,1
-0.04,0.04,8.9,1
0.98,2.16,8.71,1
-1.61,1.41,11.57,1
-0.39,0.43,9.1,1
-0.2,3.06,9.3,1
-2.35,2.43,10.94,1
-1.26,-3.73,8.71,1
0.2,0.27,8.59,1
-2.2,0.63,11.69,1
-1.57,-1.41,10.87,1
-0.2,1.02,8.79,1
0.24,0.51,8.28,1
-1.88,1.33,10,1
1.02,2.24,9.89,1
-0.78,2.79,11.69,1
-2.31,-0.71,11.3,1
-1.65,-1.02,9.77,1
0.47,2.28,8,1
-1.37,2.63,10.2,1
0.04,-0.24,9.06,1
1.18,1.84,9.22,1
-2.28,1.96,11.96,1
-1.57,-0.08,9.92,1
0.51,0.35,8.87,1
-1.65,0.9,10.24,1
-0.94,-3.57,9.69,1
0.35,0.63,8.47,1
-0.24,2.2,9.41,1
-1.8,-1.88,10.24,1
-0.35,1.61,8.75,1
0.24,0.24,8.36,1
-1.8,0.98,10.43,1
-1.18,-1.18,11.53,1
0.2,0.9,8.51,1
-2.28,-0.63,10.55,1
-1.29,-1.18,9.77,1
0.51,2.04,7.92,1
-0.51,2,10.32,1
-1.96,0.78,10.9,1
1.26,-1.45,10.9,1
-1.88,1.77,12.04,1
-3.22,-0.43,11.41,1
-0.67,-0.39,8.87,1
0.9,0.63,7.92,1
-1.33,2.9,10.59,1
-3.18,-1.02,12.16,1
-1.26,-0.59,9.65,1
-1.49,2.16,8.55,1
-1.18,-3.14,8.43,1
0.12,0.2,8.83,1
-0.2,2.04,9.38,1
-2.51,2.35,12.12,1
-0.16,1.06,8.75,1
0.2,1.29,8.63,1
-2.04,1.18,10.32,1
-1.41,-1.49,10.2,1
0.35,0.67,8.2,1
-2.63,-0.67,12.08,1
-0.51,0.16,9.69,1
0.67,2.51,7.81,1
-0.63,1.26,9.18,1
0.08,-0.78,12.47,1
0.31,2.98,10.4,1
-2.28,1.77,11.92,1
-2.24,-0.2,10.75,1
-0.08,-0.31,8.67,1
-0.08,2.43,8.28,1
-1.73,2.9,13.22,1
0.75,-2.63,12.43,1
-0.12,3.1,9.38,1
-1.65,2.04,10.75,1
-2.28,-0.75,10.9,1
-0.16,0.78,8.98,1
0.35,2.2,8.67,1
-1.37,-5.77,7.85,1
0.75,-3.06,7.06,1
0.55,2.86,8.59,1
-2.47,2.04,13.34,1
-2.94,-1.02,11.81,1
-0.98,-0.78,9.81,1
-2.43,2.9,7.81,1
-2.35,-0.47,11.81,1
0.2,-0.35,8.67,1
0.39,2.67,8.59,1
-1.33,2.31,10.75,1
-0.47,1.14,10.87,1
-0.43,2.43,9.41,1
-3.18,2.08,11.49,1
-1.33,0.08,9.81,1
-0.31,-0.16,9.45,1
1.33,2.51,8.43,1
-1.53,-1.53,11.77,1
0.16,1.14,8.36,1
-0.04,2.79,9.81,1
-1.45,1.88,10.9,1
0.82,-2.24,8.51,1
-0.86,2.43,10.87,1
-1.73,0.55,11.45,1
-0.9,-1.77,10.12,1
0.39,-0.04,8.63,1
0.12,2.04,8.43,1
-0.16,0.2,10.28,1
1.26,2.28,8.67,1
-1.61,1.65,11.14,1
-2.24,-0.63,11.02,1
-0.75,-0.51,8.94,1
0.82,1.57,8.32,1
-1.22,-1.26,10.04,1
0.2,-0.24,8.9,1
-0.2,2.79,9.57,1
-1.53,1.77,10.59,1
-1.96,-0.63,10.59,1
0.59,0.12,8.87,1
-2.59,0.16,10.94,1
-1.06,-1.96,9.57,1
0.63,1.06,8.59,1
-0.67,1.41,9.22,1
-0.24,0.9,11.73,1
0.31,1.96,9.49,1
-2.08,2.08,11.85,1
-1.69,-0.39,10.16,1
-0.78,0.2,8.67,1
1.22,2.63,7.73,1
-1.29,-3.02,9.85,1
-0.08,0.2,9.1,1
-0.51,1.57,9.57,1
-2.63,2.55,11.02,1
-1.57,-1.57,9.41,1
-0.39,0,8.59,1
-1.77,0.75,10.98,1
-0.63,-2.2,10.08,1
0.12,0.16,8.63,1
-0.75,4.08,9.57,1
-0.86,1.61,10.28,1
0.75,1.69,7.92,1
-1.14,2.08,11.65,1
-2.67,-0.75,11.22,1
-1.69,-0.59,10.51,1
0.39,2.39,8.63,1
-1.41,0.63,8.55,1
0.35,0.12,8,1
0.55,1.92,9.41,1
-1.88,2.16,11.81,1
-0.27,0.63,11.06,1
0.27,3.33,8.87,1
-1.77,-0.86,9.38,1
-0.98,-3.77,9.89,1
0,0.43,10.51,1
-2.67,3.53,10.12,1
-1.37,-1.96,9.89,1
0.16,1.61,8.63,1
-0.24,3.3,9.73,1
-2.04,2.43,10.63,1
-1.18,-1.06,9.49,1
-0.98,1.29,8.98,1
-1.77,0.94,10.98,1
-1.33,-0.43,12.08,1
0.04,0.75,8.67,1
-0.04,2.2,9.49,1
-0.9,0.31,10.55,1
1.06,1.02,7.18,1
-0.78,2.98,10.08,1
-1.88,-0.08,10.87,1
-1.1,-1.26,9.73,1
0.82,1.8,7.65,1
-2.47,0.08,11.18,1
-0.31,-2.04,7.69,1
0.31,2.2,8.51,1
-1.53,2.55,12.51,1
-3.26,-0.27,12.87,1
-1.37,-0.51,10.47,1
0.78,1.88,7.49,1
-1.37,-1.61,9.38,1
0.27,-0.27,8.39,1
0.12,3.02,8.55,1
-1.29,1.45,11.45,1
0.35,0.47,10.4,1
0.16,1.41,8.51,1
-1.77,1.1,10.08,1
-1.49,-0.59,11.96,1
0.04,0.08,9.38,1
-2.08,-0.94,10.51,1
-1.57,0.16,9.65,1
1.06,1.33,6.86,1
-0.78,3.02,11.57,1
-2.39,0.82,13.42,1
0,-1.14,10.08,1
-1.8,1.45,10.87,1
-2.12,0.82,10.28,1
-0.63,0.39,8.94,1
1.22,2.39,8.87,1
-0.78,2.94,10.9,1
-0.12,0.82,13.34,1
-0.2,2.63,10.75,1
-2.51,2.75,11.81,1
-1.8,0.47,10.36,1
-0.78,1.18,9.22,1
1.29,0.59,7.34,1
-1.57,-1.02,9.92,1
0.75,-0.43,8.39,1
0.71,2.51,9.45,1
-2.12,1.77,11.96,1
0.24,-0.2,10.71,1
-0.71,3.37,9.96,1
-2.16,1.37,11.34,1
-1.33,-1.41,8.75,1
0,0.31,8.83,1
-1.53,3.49,10.4,1
-1.22,-3.73,9.61,1
0.2,0.43,9.38,1
-0.35,3.65,10.75,1
-2.51,1.65,11.73,1
-2.47,-1.18,11.57,1
-1.1,-0.16,9.61,1
-2.12,1.73,8.08,1
-2.43,-0.27,11.38,1
0.31,-0.08,7.73,1
0.98,2.63,9.77,1
-1.26,1.8,10.12,1
-2.16,-0.82,10.51,1
-0.35,-0.35,8.98,1
-2.04,1.22,10.51,1
-0.86,-0.27,9.34,1
0.24,-0.12,8.36,1
0.39,2.86,8.67,1
-1.49,2.2,11.18,1
0.2,0.86,10.94,1
-0.04,3.33,9.26,1
-2.35,1.14,10.87,1
-0.82,-0.59,10.32,1
0.16,1.14,10.08,1
-0.27,2.16,10.12,1
-1.33,-1.53,11.06,1
0.24,0.75,10.75,1
-0.12,2.82,9.38,1
-2.51,-0.27,10.47,1
-0.78,-0.94,10.55,1
-0.04,1.22,10.67,1
0.04,2.63,9.3,1
-0.94,-1.18,11.38,1
0.08,2.55,9.18,1
-0.16,3.65,9.38,1
-2.71,1.29,10.63,1
-0.98,-0.82,9.41,1
0.2,1.57,10.98,1
-2.2,-0.12,12.24,1
-0.86,-1.02,8.98,1
0.67,1.18,8.55,1
-0.39,2.86,9.81,1
-2.28,2.67,10.75,1
1.22,-1.96,8.55,1
-0.71,0.08,7.85,1
-1.96,-0.27,11.34,1
-0.94,-1.14,9.61,1
0.24,0.39,9.45,1
-3.3,3.41,9.41,1
-0.67,-0.59,9.38,1
0.27,2.35,8.12,1
0.31,2.31,9.26,1
1.02,-1.45,9.65,1
0.51,2.43,8.32,1
-3.06,2.51,13.53,1
-2.79,-0.31,11.65,1
-0.9,-0.67,9.57,1
-0.2,1.57,8.55,1
-0.94,0.16,9.77,1
0.78,-1.26,7.49,1
0.47,2.43,8.24,1
-1.37,2.28,10.43,1
0.2,0.39,10.98,1
-0.47,3.18,9.69,1
-2.08,1.18,10.75,1
-1.02,-0.16,9.53,1
0.71,-1.65,7.34,1
-1.61,2.82,8.51,1
-0.82,-1.22,9.85,1
-0.67,0.86,10.51,1
-0.04,2.59,9.06,1
-2.08,1.45,10.79,1
-1.33,0.27,9.96,1
0.39,2.82,8.08,1
-1.49,-0.82,10.28,1
-1.33,-3.3,9.81,1
-0.27,0.43,10.55,1
-0.82,1.92,10.04,1
-2.35,1.49,11.41,1
0.82,0.47,10.24,1
-0.27,3.26,9.34,1
-1.96,-0.43,10.67,1
-1.1,-1.33,10.32,1
0.16,0.98,10.28,1
-0.43,1.84,10.32,1
-2.59,1.45,11.77,1
0.35,0.24,11.02,1
0.24,3.22,8.94,1
-1.37,-0.71,9.3,1
-1.37,-1.53,10.16,1
0.27,0.35,10.59,1
0.16,2.67,8.83,1
-0.9,-1.33,9.3,1
-0.04,0.9,8.47,1
0,2.16,9.18,1
-0.82,1.96,10.36,1
0.98,0.31,6.75,1
-1.69,3.57,12.94,1
-2.63,1.29,13.96,1
-2.08,-0.94,11.3,1
0.16,0.75,8.75,1
-1.77,0.24,9.38,1
-1.53,-0.59,9.92,1
0.12,2.55,8.36,1
-0.24,1.45,8.04,1
0.2,-2.12,9.49,1
1.37,-0.71,6.98,1
-0.39,0.55,8.94,1
-2.04,-1.88,10.79,1
-1.33,-2.2,11.26,1
0.27,0.55,9.18,1
-2.43,0.08,12.98,1
-1.41,-1.02,11.3,1
0.24,1.8,10.4,1
-0.98,3.57,11.85,1
-2.59,1.45,12.59,1
-2.86,-0.43,11.85,1
-1.06,-0.63,9.85,1
0.27,1.02,8.04,1
-1.84,-0.67,10.16,1
0.16,0,8.94,1
0.04,1.73,9.49,1
-1.92,1.65,10.83,1
0.63,0.9,8,1
-0.47,2.94,9.22,1
-2.16,0.04,12,1
-1.22,-1.18,9.81,1
0.55,1.45,7.96,1
-1.77,-0.63,10.47,1
-0.12,0.27,9.18,1
-0.24,1.88,9.18,1
-1.57,1.77,10.67,1
-1.88,-0.71,10.55,1
0.2,0.2,8.71,1
-2.43,-0.94,11.61,1
-1.1,-0.31,9.45,1
0.27,2.24,8.24,1
-0.86,2.35,10.87,1
-2.43,-0.9,11.57,1
-0.9,-0.24,9.14,1
-2.12,2.2,8.47,1
-1.49,-0.98,10.08,1
-0.16,0.08,8.67,1
-0.47,2.67,9.57,1
-2.35,2.04,11.26,1
-0.98,-0.67,9.65,1
-1.37,-0.39,9.02,1
-2.55,-0.82,11.18,1
-0.71,-0.35,9.14,1
0.24,1.26,8.2,1
-1.45,2.04,11.81,1
-2.59,0.59,11.18,1
-0.2,-0.12,8.39,1
-2.2,1.41,8.47,1
-1.61,-1.37,10.59,1
0.43,0.51,8.51,1
0.27,2.63,9.1,1
-2.51,1.61,10.83,1
0.75,2.12,8.51,1
-1.8,1.18,11.14,1
-2.08,-0.39,10.59,1
0.35,-0.12,8,1
0.98,1.88,8.67,1
-0.98,-1.49,10.2,1
0.35,0.67,8.32,1
-0.2,3.06,9.18,1
-2.16,0.75,11.92,1
-0.9,-1.61,9.81,1
-2.24,1.1,7.88,1
-1.14,-0.67,9.34,1
-0.24,0.39,9.38,1
-0.24,1.77,9.45,1
-1.73,1.57,10.55,1
0.51,-0.59,10.32,1
-0.63,2.9,9.73,1
-2.28,-0.16,12.04,1
-1.06,-1.02,9.57,1
0.63,1.33,8.08,1
-0.86,3.14,9.73,1
-0.12,0.27,11.65,1
0.12,1.77,9.49,1
-1.8,1.61,10.55,1
-1.69,-0.67,10.24,1
0.27,0.12,8.87,1
-2.12,0.2,9.57,1
-0.98,-1.22,9.73,1
0.63,1.1,7.92,1
-0.94,3.1,9.77,1
0.04,0.39,11.53,1
0.08,1.73,9.41,1
-1.8,1.49,10.67,1
-1.41,-0.75,10.2,1
0.35,0.12,8.9,1
-2.16,0.43,9.45,1
-1.1,-1.45,9.77,1
0.71,1.06,7.92,1
-0.86,3.14,9.61,1
0.2,0.47,11.61,1
0.47,1.8,9.34,1
-1.84,1.37,10.71,1
-1.49,-0.63,10.16,1
0.16,0.16,8.94,1
-1.84,0.78,9.3,1
-1.14,-1.61,9.89,1
0.78,0.78,7.92,1
-0.51,2.98,9.57,1
0.47,2.51,13.06,1
0.51,1.57,9.14,1
-2,1.49,10.98,1
-2.59,0.47,10.79,1
-0.24,-0.82,8.24,1
0.55,2.59,9.53,1
-1.45,-1.33,9.96,1
0.39,-0.98,8.36,1
-0.2,2.31,9.53,1
-1.65,0.24,10.04,1
0.16,-0.35,9.65,1
-1.1,3.37,11.61,1
-2.75,0.67,11.65,1
-1.61,-0.86,9.61,1
0.35,1.26,8.04,1
-1.14,2.63,10.47,1
0.51,-0.86,8.63,1
-0.2,1.61,9.49,1
-1.41,1.49,10.47,1
-1.33,-0.78,9.89,1
-0.35,-0.08,9.41,1
-0.51,1.77,9.53,1
-0.78,-0.39,8.94,1
0.2,1.61,8.16,1
-0.86,2.39,10.83,1
-2.59,-0.82,11.65,1
-1.14,-0.24,9.22,1
0.16,1.92,8.43,1
-1.33,-0.43,9.96,1
0,-0.55,8.71,1
-0.2,2.55,9.38,1
-2.08,1.1,10.67,1
0.31,-0.35,10.08,1
-1.73,1.61,11.3,1
-2.43,0.75,11.22,1
-0.04,-0.04,8.04,1
0.63,1.65,8.28,1
-1.92,1.37,11.3,1
0.47,-0.55,10.75,1
-0.35,3.06,9.14,1
-2.31,1.53,11.22,1
-1.57,-0.94,10.16,1
0.08,-0.51,8.59,1
0.16,2.9,9.02,1
-0.08,-0.59,8.47,1
0.63,1.77,8.94,1
-1.57,3.22,11.73,1
-2.28,0.82,10.12,1
-0.31,-0.67,8.83,1
0.27,1.33,9.45,1
-1.77,-1.29,10.47,1
0.59,-0.35,8.04,1
0.27,2.24,8.71,1
-2.08,2.55,12.36,1
0.71,-1.02,10.71,1
-2,1.33,11.3,1
-1.96,-0.12,10.24,1
0.47,0.08,8.24,1
0.35,1.73,9.41,1
-1.1,1.41,10.71,1
0.63,0.71,8.08,1
-0.71,2.47,9.77,1
-1.77,-0.24,11.65,1
-1.14,-0.71,9.53,1
0.35,2.2,8.2,1
-1.69,-1.1,10.32,1
-0.27,0.16,8.79,1
-0.2,3.06,9.22,1
-2,1.14,11.14,1
-1.37,-1.8,10.16,1
0.82,1.18,7.73,1
-1.41,-0.9,9.3,1
-0.27,0.08,9.57,1
-0.39,2.24,9.38,1
-2.04,1.65,10.75,1
-1.45,-1.26,10.36,1
-0.12,0.24,8.75,1
-1.73,-0.47,10.16,1
0.08,-0.04,8.98,1
0.31,2.24,9.34,1
-2.16,1.65,11.02,1
-1.29,-0.94,9.53,1
-0.75,-0.27,9.45,1
-2.35,-0.78,11.45,1
-0.75,-0.55,8.79,1
0.51,2.2,8.59,1
-2.12,1.41,11.22,1
-1.96,-0.43,10.12,1
0.24,0.51,8.87,1
-1.57,0.31,11.73,1
-0.9,-0.67,9.61,1
0.35,1.84,7.96,1
-1.06,2.28,10.94,1
-2.2,-0.47,11.02,1
-0.59,-0.16,8.94,1
-1.73,2.12,8.67,1
-1.49,-1.65,10.43,1
0.82,0.94,7.85,1
-1.02,3.02,9.89,1
-1.88,-0.24,11.65,1
-1.57,-0.67,10,1
0.55,2.12,8.2,1
-1.65,-0.98,10.16,1
-0.16,0.2,8.75,1
-0.24,3.14,9.06,1
-1.84,1.14,11.53,1
-1.14,-1.37,9.77,1
-2.39,1.37,7.92,1
-1.22,-0.75,9.38,1
-0.55,0,9.49,1
-0.16,2.43,9.3,1
-1.96,1.77,10.71,1
-0.94,-1.26,9.96,1
-2,1.49,11.34,1
-1.77,-0.47,10.12,1
0.31,0.27,9.02,1
0.16,1.53,9.38,1
-2.35,2.35,10.9,1
0.78,2.63,10.28,1
0.35,0.04,8.75,1
-3.06,0.67,13.22,1
-1.26,-0.55,9.89,1
0.82,2,7.92,1
-1.57,-1.73,8.98,1
0.59,-0.39,8.9,1
0.71,2.63,8.75,1
-1.96,2.16,10.83,1
0.71,1.26,10.2,1
0.47,0.04,7.69,1
-1.8,-0.12,10.24,1
-0.71,-2,10.2,1
0.43,0.39,8.28,1
-1.84,3.1,9.38,1
0.51,0.12,8.47,1
0.67,1.61,9.18,1
-2.39,2.43,11.18,1
0.55,1.53,9.89,1
0.2,1.57,8.94,1
-2.35,0.12,11.38,1
-0.82,-0.43,9.49,1
-2.31,2,8.16,1
-1.26,-0.35,10.43,1
0.16,0.31,8.83,1
-0.24,1.77,9.41,1
-2.55,2.55,10.75,1
-1.29,-0.12,9.89,1
-0.39,2.79,9.45,1
-2.43,-0.9,11.69,1
-0.94,-0.27,9.18,1
0.51,2.28,8.55,1
-1.61,1.53,11.26,1
-1.65,-0.55,10.28,1
-0.08,0.04,8.87,1
-1.88,0.75,11.81,1
-1.06,-1.41,9.77,1
0.51,1.45,8,1
-0.75,2.71,10.2,1
-2.51,-0.78,11.77,1
-0.75,-0.31,8.79,1
-2.2,1.61,8.63,1
-1.02,-1.29,10,1
0.24,0.39,8.59,1
-0.47,3.3,9.14,1
-1.53,0.43,11.73,1
0.08,1.8,9.69,1
-1.61,1.65,10.43,1
-1.73,-0.71,10.43,1
0.12,-0.04,8.87,1
-0.16,2.67,9.26,1
-0.43,-0.39,9.69,1
0.75,2.55,10.04,1
-2.31,0.9,12.04,1
-1.41,-0.59,10.32,1
-0.08,-0.35,8.04,1
0.24,2.79,8.43,1
-1.37,1.49,11.61,1
0.71,0.82,8.24,1
-0.2,2.67,9.49,1
-1.65,0.78,11.34,1
-1.33,-0.98,9.57,1
0.43,1.33,8.16,1
-1.69,-0.67,10.24,1
0.47,0.2,8.75,1
-0.75,2.04,9.65,1
-1.61,1.96,10.55,1
0,-0.94,10.67,1
-0.82,1.77,11.14,1
-2.43,-0.43,10.98,1
0.55,0,8.04,1
0.39,1.45,9.22,1
-1.41,1.22,10.79,1
0.2,2.31,8.67,1
0.08,0.47,8.47,1
-2.82,1.41,13.26,1
-2.08,-1.73,10.9,1
0.75,0.35,8.59,1
-2.31,0.39,11.81,1
-2.16,-0.47,9.89,1
0.04,2,9.02,1
-0.67,1.69,9.14,1
-0.82,0.08,9.14,1
0.12,2.43,8.47,1
0.16,4.43,9.85,1
-0.24,1.73,10.87,1
0.86,1.77,7.1,1
0.2,0.39,8.2,1
-2.31,0.2,11.61,1
-1.06,-0.94,9.18,1
-2.28,1.29,11.22,1
-1.02,-0.75,9.38,1
0,0.12,9.06,1
-0.12,2.12,9.26,1
-1.96,1.84,10.55,1
0.51,2.28,10.47,1
-1.33,1.84,11.26,1
-1.84,-0.51,10.71,1
-0.31,-0.35,8.9,1
0.82,2.12,8.71,1
-2.31,1.18,11.45,1
0.67,0.94,9.61,1
-0.75,2.28,9.53,1
-1.84,-0.98,12.2,1
-1.14,-0.63,8.9,1
0.16,2.24,8.36,1
-1.18,-0.08,10.24,1
0.04,-0.55,9.81,1
-0.47,2.35,9.53,1
-1.8,1.65,10.71,1
-1.22,-0.75,11.1,1
-0.16,0,9.38,1
-0.86,2.94,11.65,1
-0.43,-0.71,9.3,1
-0.27,1.06,8.55,1
-0.59,2.63,9.26,1
-1.37,1.18,11.41,1
-0.67,-1.14,9.53,1
-3.53,0.75,7.96,1
-1.57,-0.31,9.96,1
0.31,0.43,8.9,1
0.24,1.92,9.65,1
-0.94,1.53,11.22,1
0.67,1.61,8.04,1
-0.51,2.75,10,1
-2.31,-0.98,11.81,1
-1.06,-0.43,9.34,1
0.39,2.31,8.43,1
-1.22,-1.14,10.16,1
-0.04,0.27,8.71,1
-0.24,3.14,9.06,1
-1.88,0.86,11.49,1
-1.02,-1.49,10.04,1
0.47,1.53,7.85,1
-2.04,-0.75,10.71,1
0.98,-2.98,7.22,1
-2.35,0.94,10.16,1
-0.78,3.49,12.04,1
-4.24,0.27,12.32,1
0.78,2.39,8,1
-0.86,3.22,8.87,1
-1.45,-0.04,9.45,1
-0.04,0.39,7.96,1
0.71,2.12,8.43,1
-0.71,1.26,11.26,1
0.35,0.43,8.47,1
-0.04,2.86,9.18,1
-2,1.26,10.9,1
-1.57,-1.8,10.4,1
0.82,0.94,8,1
-1.37,-0.35,9.92,1
0.43,0.24,8.71,1
-0.24,1.92,9.65,1
-1.57,1.8,10.47,1
0.43,1.92,10.43,1
-0.86,2.24,10.75,1
-2.28,-0.82,11.73,1
-0.2,-0.43,8.28,1
0.63,2.08,9.1,1
-1.8,1.14,11.34,1
0.51,0.51,10,1
-0.59,3.02,9.69,1
-1.73,0.24,11.73,1
-0.86,-1.14,9.65,1
0.39,1.96,8.04,1
-1.88,-0.75,10.55,1
0.51,-0.12,8.63,1
-0.43,2.67,9.61,1
-1.37,1.69,10.24,1
-1.61,-1.61,10.43,1
0.35,-0.04,8.83,1
-3.06,2.59,9.22,1
0.63,0,8,1
1.1,2,8.83,1
-2.43,1.92,12.16,1
-0.39,-0.08,9.89,1
-0.31,1.57,9.3,1
-2.08,0.47,11.38,1
-1.49,-1.73,11.65,1
-0.16,1.84,8.51,1
-0.2,3.02,9.34,1
0.75,-0.04,11.49,1
0.9,2.24,8.63,1
-2.39,1.53,11.96,1
-1.37,-0.27,10.24,1
0.16,-0.12,8.94,1
1.02,2.2,8.98,1
-1.18,-1.77,9.96,1
0.31,0.82,8.24,1
-0.63,2.9,9.81,1
-1.77,-0.63,11.81,1
-0.86,-0.43,9.3,1
-1.8,1.84,8.55,1
-1.57,-1.1,10.67,1
0.27,0.08,8.79,1
0,2.82,9.18,1
0.59,0.98,11.22,1
0.51,1.8,9.38,1
-1.92,1.29,10.83,1
-1.53,-0.67,10.28,1
0.31,0.04,8.83,1
-2.28,-0.71,9.57,1
-0.82,-0.43,9.22,1
0.2,2.16,8.55,1
-1.29,1.45,11.18,1
-2.47,-0.51,11.06,1
0.08,-0.2,8.67,1
-1.84,0.94,9.26,1
-0.94,-1.69,10.12,1
0.51,0.98,8.04,1
-0.55,2.86,9.92,1
-2.35,-0.67,11.96,1
-0.98,-0.27,9.18,1
-1.96,1.65,7.45,1
-1.88,-1.57,10.2,1
0.04,-0.2,9.49,1
0.2,2.63,9.41,1
-1.65,-0.35,9.81,1
0.71,-1.8,10.16,1
-1.45,1.14,12.24,1
-3.49,-0.24,12.24,1
-0.27,-0.04,8.94,1
0.55,2.08,8.08,1
-0.82,2.43,10.2,1
-2.04,-0.2,10.47,1
-0.71,0.08,9.22,1
-2.04,2.39,11.02,1
-0.67,-0.47,9.92,1
-0.27,0.55,8.47,1
-0.08,1.88,9.85,1
-2.63,2.39,10.71,1
0.86,-0.51,10.47,1
-0.39,2.28,10.43,1
-2.51,-0.78,11.57,1
-0.75,-0.47,9.06,1
0.55,1.96,8.39,1
-1.88,1.26,11.38,1
-1.29,-0.67,10,1
0.31,0.12,8.98,1
-1.45,0.08,11.61,1
-1.53,-1.41,10.04,1
0.31,1.8,8.36,1
-0.47,2.31,10.28,1
-2.47,-0.86,11.61,1
-0.98,-0.51,9.06,1
-1.49,1.8,8.43,1
-0.86,-0.43,12.08,1
0.55,0.82,8.04,1
0.27,2.98,9.3,1
0.43,0.98,11.18,1
0.43,1.8,9.45,1
-1.33,1.33,10.43,1
-1.96,-0.47,10.24,1
0.59,-1.96,7.37,1
0.67,2.08,9.26,1
-1.84,-1.49,11.61,1
0.24,1.14,7.92,1
0.04,3.06,8.59,1
0.47,0.2,13.06,1
0.55,2.71,8.32,1
-3.49,1.14,12.32,1
-1.8,0.31,10.04,1
0.24,-1.33,8.08,1
-1.92,-1.14,9.38,1
-1.02,-0.78,9.06,1
0.63,1.26,8.2,1
-0.51,2.86,9.92,1
-2.63,-0.75,11.85,1
-1.02,-0.55,9.22,1
-1.88,1.8,8.36,1
-1.26,-1.06,10.59,1
0.35,0.35,8.39,1
-0.2,3.06,9.06,1
-2.04,0.71,11.77,1
0.47,-1.49,9.73,1
-2.16,1.49,11.02,1
-1.61,-0.59,9.85,1
0.04,-0.12,8.79,1
-0.63,2,9.53,1
-2.12,1.61,10.79,1
0.51,2.2,8.59,1
-1.96,1.22,11.3,1
-1.61,-0.47,10.16,1
0.2,0.04,8.94,1
-0.04,2.35,10.59,1
-0.98,-0.71,11.69,1
0.12,1.96,9.53,1
-0.43,1.96,10,1
-2.39,-0.24,11.18,1
-1.29,-0.35,9.26,1
0.51,2.16,7.57,1
-1.14,-2.75,7.92,1
0.08,-1.14,7.73,1
0.04,3.26,9.85,1
-1.33,1.88,10.4,1
-1.29,-0.71,9.81,1
-0.35,0.24,7.53,1
-1.41,0.35,11.1,1
-1.1,-1.49,11.18,1
0.59,1.22,8.04,1
0.31,2.39,9.45,1
-0.2,-0.94,10.98,1
0.71,2.08,8.79,1
-1.84,1.22,11.22,1
-1.37,-0.71,10.04,1
0.24,-0.08,8.98,1
-0.16,1.73,9.45,1
-1.18,-1.18,10.59,1
0.04,1.96,8.43,1
-0.67,2.28,10.55,1
-2.59,-0.94,11.49,1
-0.47,-0.47,9.02,1
0.82,2.04,8.67,1
-1.14,-1.53,11.18,1
0.43,0.55,10,1
-0.16,3.02,9.06,1
-1.61,0.12,11.73,1
-1.65,-1.1,10,1
0.16,1.88,8.47,1
-1.49,-0.71,10.75,1
0.27,-0.39,11.85,1
0.16,2.79,9.38,1
-1.53,1.61,10.43,1
-0.94,-1.02,9.81,1
0.47,1.14,8.47,1
-3.3,0.2,11.96,1
-0.08,-0.24,8.94,1
1.92,-0.75,5.96,1
-1.06,-0.24,9.06,1
-6.28,-5.02,14.32,1
-2.35,-2.82,11.73,1
0,1.49,8.39,1
-6.9,-4.28,12.36,1
-1.45,0.39,10.71,1
0.39,3.3,8.79,1
-0.04,2.39,9.06,1
-1.84,0.24,11.65,1
0.86,-1.57,10.08,1
-2,1.14,10.79,1
-1.22,-0.75,10.08,1
0,-0.08,9.02,1
-0.31,2,9.34,1
-1.61,1.65,10.59,1
-1.41,-0.82,10.4,1
-0.2,-0.2,8.75,1
-2.55,-0.9,9.26,1
-0.43,-0.31,8.98,1
1.06,2.16,8.67,1
-1.96,1.26,11.18,1
-1.37,-0.47,9.69,1
